Gender,Caste,coaching,Class_ten_education,twelve_education,medium,Class_X_Grade,Class_XII_Grade,Father_occupation,Mother_occupation,time,Performance
male,General,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO,Vg
female,SC,Outside Assam,SEBA,CBSE,ENGLISH,Excellent,Vg,OTHERS,Others,TWO,Vg
male,General,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,BANK_OFFICIAL,HOUSE_WIFE,TWO,Vg
female,General,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Vg,BANK_OFFICIAL,Others,FOUR or More,Vg
male,General,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,OTHERS,TWO,Vg
female,ST,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO,Vg
female,General,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BANK_OFFICIAL,HOUSE_WIFE,ONE,Vg
male,General,Within Assam,SEBA,AHSEC,OTHERS,Vg,Vg,OTHERS,HOUSE_WIFE,THREE,Vg
female,General,Outside Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER,TWO,Vg
male,OBC,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO,Vg
male,General,Within Assam,SEBA,AHSEC,OTHERS,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE,TWO,Vg
female,General,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,COLLEGE_TEACHER,TWO,Vg
male,General,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE,Vg
female,General,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE,Vg
male,General,No Coaching,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,ONE,Vg
male,General,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,ENGINEER,HOUSE_WIFE,TWO,Vg
male,OBC,No Coaching,SEBA,AHSEC,ENGLISH,Excellent,Excellent,COLLEGE_TEACHER,SCHOOL_TEACHER,ONE,Vg
female,General,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,THREE,Vg
female,SC,Within Assam,SEBA,AHSEC,ASSAMESE,Excellent,Vg,OTHERS,OTHERS,TWO,Vg
male,OBC,Within Assam,SEBA,AHSEC,OTHERS,Vg,Vg,CULTIVATOR,Others,THREE,Vg
male,General,Within Assam,SEBA,AHSEC,OTHERS,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO,Vg
male,OBC,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,TWO,Vg
female,General,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO,Vg
male,OBC,Within Assam,SEBA,AHSEC,OTHERS,Vg,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,THREE,Vg
male,OBC,Within Assam,SEBA,AHSEC,OTHERS,Excellent,Excellent,CULTIVATOR,SCHOOL_TEACHER,TWO,Vg
female,General,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,Others,ONE,Vg
male,General,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,TWO,Vg
male,General,Within Assam,SEBA,AHSEC,ASSAMESE,Good,Good,SCHOOL_TEACHER,HOUSE_WIFE,THREE,Vg
female,SC,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BANK_OFFICIAL,SCHOOL_TEACHER,TWO,Vg
male,ST,No Coaching,SEBA,AHSEC,ENGLISH,Average,Average,OTHERS,HOUSE_WIFE,TWO,Vg
female,General,Within Assam,SEBA,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,THREE,Vg
female,General,No Coaching,SEBA,AHSEC,ENGLISH,Vg,Excellent,DOCTOR,SCHOOL_TEACHER,ONE,Vg
female,SC,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE,Vg
female,General,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE,Vg
female,General,No Coaching,SEBA,AHSEC,ENGLISH,Excellent,Excellent,ENGINEER,Others,ONE,Vg
male,OBC,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,OTHERS,TWO,Vg
male,OBC,No Coaching,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,FOUR or More,Vg
female,General,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO,Vg
female,OBC,Outside Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE,Vg
female,OBC,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,ONE,Vg
male,OBC,No Coaching,CBSE,CBSE,ENGLISH,Excellent,Excellent,DOCTOR,OTHERS,ONE,Vg
female,General,No Coaching,SEBA,AHSEC,ENGLISH,Excellent,Excellent,ENGINEER,COLLEGE_TEACHER,ONE,Vg
male,OBC,Within Assam,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE,THREE,Vg
female,General,No Coaching,SEBA,AHSEC,OTHERS,Excellent,Excellent,DOCTOR,DOCTOR,ONE,Vg
male,OBC,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO,Vg
female,OBC,No Coaching,CBSE,CBSE,ENGLISH,Excellent,Excellent,DOCTOR,HOUSE_WIFE,THREE,Vg
female,General,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE,TWO,Vg
male,General,Within Assam,SEBA,AHSEC,ASSAMESE,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO,Vg
male,General,Within Assam,SEBA,AHSEC,ENGLISH,Good,Good,BUSINESS,HOUSE_WIFE,TWO,Vg
female,SC,No Coaching,CBSE,CBSE,ENGLISH,Excellent,Excellent,ENGINEER,OTHERS,TWO,Vg
female,SC,No Coaching,CBSE,CBSE,ENGLISH,Excellent,Excellent,BANK_OFFICIAL,HOUSE_WIFE,ONE,Vg
male,General,Within Assam,SEBA,AHSEC,OTHERS,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO,Vg
female,General,Within Assam,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,TWO,Vg
female,OBC,No Coaching,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO,Vg
male,OBC,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE,Vg
female,OBC,Within Assam,SEBA,AHSEC,ENGLISH,Vg,Excellent,OTHERS,HOUSE_WIFE,TWO,Vg
male,General,No Coaching,CBSE,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,ONE,Vg
female,General,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO,Vg
male,General,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Vg,ENGINEER,HOUSE_WIFE,TWO,Vg
male,OBC,Outside Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,ENGINEER,Others,ONE,Vg
female,General,Within Assam,SEBA,AHSEC,ENGLISH,Vg,Vg,BUSINESS,HOUSE_WIFE,TWO,Vg
female,General,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,OTHERS,TWO,Vg
female,General,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,DOCTOR,DOCTOR,ONE,Vg
female,General,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE,Vg
male,OBC,Outside Assam,CBSE,CBSE,ENGLISH,Excellent,Good,OTHERS,HOUSE_WIFE,TWO,Vg
male,General,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE,Vg
male,General,Within Assam,SEBA,AHSEC,OTHERS,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE,THREE,Vg
female,General,Within Assam,OTHERS,AHSEC,ENGLISH,Excellent,Vg,COLLEGE_TEACHER,HOUSE_WIFE,TWO,Vg
male,General,Within Assam,SEBA,AHSEC,OTHERS,Vg,Vg,CULTIVATOR,HOUSE_WIFE,THREE,Vg
female,General,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,COLLEGE_TEACHER,SCHOOL_TEACHER,THREE,Vg
female,General,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,COLLEGE_TEACHER,Others,TWO,Vg
male,General,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Vg,BANK_OFFICIAL,HOUSE_WIFE,TWO,Vg
male,General,Outside Assam,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO,Vg
male,General,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,THREE,Vg
male,General,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,BANK_OFFICIAL,HOUSE_WIFE,TWO,Vg
male,General,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE,TWO,Vg
male,General,Within Assam,CBSE,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,TWO,Vg
female,OBC,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,SCHOOL_TEACHER,TWO,Vg
female,OBC,No Coaching,CBSE,CBSE,ENGLISH,Vg,Good,BUSINESS,SCHOOL_TEACHER,ONE,Vg
female,General,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,SCHOOL_TEACHER,TWO,Vg
male,General,Within Assam,SEBA,AHSEC,OTHERS,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO,Vg
male,SC,Within Assam,SEBA,AHSEC,ENGLISH,Vg,Excellent,OTHERS,HOUSE_WIFE,ONE,Vg
male,SC,Within Assam,OTHERS,AHSEC,ENGLISH,Excellent,Excellent,ENGINEER,HOUSE_WIFE,ONE,Vg
male,General,Within Assam,SEBA,AHSEC,ENGLISH,Vg,Excellent,ENGINEER,HOUSE_WIFE,THREE,Vg
female,OBC,No Coaching,CBSE,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE,Vg
male,General,Within Assam,SEBA,AHSEC,ENGLISH,Vg,Excellent,OTHERS,HOUSE_WIFE,ONE,Vg
female,OBC,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO,Good
female,General,Within Assam,SEBA,AHSEC,ASSAMESE,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE,THREE,Good
male,SC,Outside Assam,SEBA,CBSE,OTHERS,Vg,Good,OTHERS,HOUSE_WIFE,TWO,Good
male,General,No Coaching,SEBA,AHSEC,OTHERS,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,ONE,Good
male,General,Within Assam,SEBA,AHSEC,ASSAMESE,Vg,Vg,SCHOOL_TEACHER,SCHOOL_TEACHER,THREE,Good
female,General,No Coaching,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE,Good
male,General,No Coaching,SEBA,AHSEC,OTHERS,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO,Good
male,SC,Outside Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,OTHERS,TWO,Good
female,OBC,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE,Good
female,General,Within Assam,OTHERS,CBSE,ENGLISH,Excellent,Excellent,ENGINEER,DOCTOR,ONE,Good
male,OBC,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE,Good
male,General,Within Assam,SEBA,AHSEC,OTHERS,Average,Good,SCHOOL_TEACHER,HOUSE_WIFE,TWO,Good
male,OBC,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,HOUSE_WIFE,TWO,Good
female,General,Within Assam,SEBA,CBSE,ENGLISH,Excellent,Vg,BANK_OFFICIAL,HOUSE_WIFE,TWO,Good
male,General,Within Assam,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,TWO,Good
female,OBC,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER,TWO,Good
female,General,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE,THREE,Good
male,OBC,Outside Assam,SEBA,OTHERS,ENGLISH,Vg,Average,COLLEGE_TEACHER,HOUSE_WIFE,FOUR or More,Good
female,OBC,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO,Good
male,General,Outside Assam,SEBA,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO,Good
female,General,Within Assam,SEBA,CBSE,ENGLISH,Excellent,Excellent,BANK_OFFICIAL,HOUSE_WIFE,TWO,Good
female,General,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,TWO,Good
female,General,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,TWO,Good
male,General,Within Assam,SEBA,AHSEC,ENGLISH,Good,Vg,BUSINESS,HOUSE_WIFE,THREE,Good
male,OBC,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE,TWO,Good
male,General,No Coaching,SEBA,AHSEC,ENGLISH,Excellent,Excellent,ENGINEER,COLLEGE_TEACHER,TWO,Good
male,General,No Coaching,CBSE,CBSE,ENGLISH,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE,TWO,Good
male,General,No Coaching,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE,ONE,Good
female,General,Within Assam,SEBA,CBSE,ENGLISH,Good,Vg,BUSINESS,HOUSE_WIFE,TWO,Good
male,General,No Coaching,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE,Good
male,SC,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,THREE,Good
male,General,Outside Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,ENGINEER,HOUSE_WIFE,ONE,Good
female,General,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BANK_OFFICIAL,OTHERS,ONE,Good
female,General,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,COLLEGE_TEACHER,SCHOOL_TEACHER,TWO,Good
female,General,Within Assam,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,TWO,Good
male,General,Within Assam,SEBA,AHSEC,OTHERS,Vg,Vg,SCHOOL_TEACHER,SCHOOL_TEACHER,THREE,Good
female,OBC,Within Assam,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE,ONE,Good
female,General,Outside Assam,CBSE,CBSE,ENGLISH,Excellent,Vg,ENGINEER,HOUSE_WIFE,TWO,Good
male,OBC,No Coaching,SEBA,AHSEC,ENGLISH,Good,Good,OTHERS,OTHERS,TWO,Good
female,General,Within Assam,SEBA,CBSE,ENGLISH,Excellent,Good,OTHERS,HOUSE_WIFE,TWO,Good
male,General,Within Assam,SEBA,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO,Good
female,OBC,Outside Assam,CBSE,CBSE,ENGLISH,Vg,Vg,BUSINESS,HOUSE_WIFE,THREE,Good
female,General,No Coaching,SEBA,AHSEC,ENGLISH,Excellent,Excellent,DOCTOR,DOCTOR,ONE,Good
female,General,No Coaching,SEBA,AHSEC,ENGLISH,Excellent,Excellent,ENGINEER,HOUSE_WIFE,ONE,Good
male,General,No Coaching,CBSE,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER,ONE,Good
male,General,Within Assam,SEBA,AHSEC,ASSAMESE,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO,Good
male,OBC,Outside Assam,CBSE,CBSE,ENGLISH,Vg,Vg,DOCTOR,HOUSE_WIFE,TWO,Good
male,General,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,THREE,Good
male,OBC,No Coaching,SEBA,AHSEC,OTHERS,Good,Average,SCHOOL_TEACHER,HOUSE_WIFE,FOUR or More,Good
male,General,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO,Good
male,OBC,Outside Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,OTHERS,TWO,Good
male,OBC,No Coaching,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE,Good
female,OBC,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Good,OTHERS,HOUSE_WIFE,FOUR or More,Good
male,SC,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,DOCTOR,HOUSE_WIFE,TWO,Good
female,SC,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO,Good
female,OBC,Within Assam,SEBA,AHSEC,ENGLISH,Vg,Excellent,DOCTOR,HOUSE_WIFE,ONE,Good
female,OBC,Within Assam,SEBA,AHSEC,OTHERS,Excellent,Excellent,BUSINESS,HOUSE_WIFE,ONE,Good
male,General,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,OTHERS,TWO,Good
female,OBC,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,OTHERS,THREE,Good
male,OBC,Within Assam,SEBA,AHSEC,ASSAMESE,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE,TWO,Good
female,General,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,DOCTOR,HOUSE_WIFE,TWO,Good
female,General,Outside Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,ONE,Good
female,General,No Coaching,SEBA,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,ONE,Good
female,OBC,No Coaching,SEBA,AHSEC,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE,TWO,Good
female,General,No Coaching,CBSE,CBSE,ENGLISH,Excellent,Excellent,DOCTOR,HOUSE_WIFE,ONE,Good
male,General,Within Assam,SEBA,AHSEC,OTHERS,Vg,Good,SCHOOL_TEACHER,HOUSE_WIFE,THREE,Good
female,OBC,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,OTHERS,TWO,Good
male,General,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO,Good
male,General,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,ONE,Good
female,OBC,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,OTHERS,ONE,Good
male,General,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,TWO,Good
male,General,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,DOCTOR,HOUSE_WIFE,ONE,Good
male,General,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,HOUSE_WIFE,ONE,Good
female,OBC,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO,Good
female,OBC,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,OTHERS,ONE,Good
female,OBC,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER,TWO,Good
female,OBC,Within Assam,SEBA,AHSEC,OTHERS,Good,Good,BUSINESS,HOUSE_WIFE,THREE,Good
male,General,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO,Good
female,OBC,Within Assam,SEBA,AHSEC,ENGLISH,Vg,Good,BUSINESS,HOUSE_WIFE,FOUR or More,Good
female,OBC,Outside Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,TWO,Good
female,OBC,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,DOCTOR,OTHERS,TWO,Good
male,General,Within Assam,SEBA,AHSEC,OTHERS,Excellent,Excellent,OTHERS,SCHOOL_TEACHER,TWO,Good
male,General,Within Assam,SEBA,AHSEC,OTHERS,Excellent,Vg,OTHERS,OTHERS,TWO,Good
female,General,No Coaching,SEBA,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,ONE,Good
female,OBC,No Coaching,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE,Good
male,General,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,ONE,Good
male,OBC,Outside Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,DOCTOR,HOUSE_WIFE,TWO,Good
male,OBC,No Coaching,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,THREE,Good
female,General,Within Assam,SEBA,AHSEC,ASSAMESE,Excellent,Vg,DOCTOR,OTHERS,THREE,Good
female,General,Within Assam,SEBA,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,ONE,Good
male,General,No Coaching,SEBA,AHSEC,OTHERS,Excellent,Excellent,CULTIVATOR,HOUSE_WIFE,ONE,Good
female,General,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,DOCTOR,OTHERS,TWO,Good
male,General,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE,Good
female,General,No Coaching,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO,Good
male,General,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE,Good
female,SC,No Coaching,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,THREE,Good
female,General,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,OTHERS,TWO,Good
female,General,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Good,BUSINESS,HOUSE_WIFE,ONE,Good
male,General,Within Assam,SEBA,AHSEC,ENGLISH,Vg,Vg,SCHOOL_TEACHER,SCHOOL_TEACHER,TWO,Good
male,General,No Coaching,SEBA,AHSEC,OTHERS,Excellent,Excellent,SCHOOL_TEACHER,HOUSE_WIFE,ONE,Good
male,OBC,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO,Good
male,General,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO,Good
male,General,No Coaching,SEBA,AHSEC,OTHERS,Good,Good,SCHOOL_TEACHER,HOUSE_WIFE,TWO,Good
female,OBC,Within Assam,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,OTHERS,SCHOOL_TEACHER,ONE,Good
male,SC,No Coaching,CBSE,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,ONE,Good
male,General,Within Assam,SEBA,AHSEC,ENGLISH,Vg,Vg,BUSINESS,HOUSE_WIFE,TWO,Good
male,OBC,Within Assam,CBSE,CBSE,ENGLISH,Vg,Good,BUSINESS,HOUSE_WIFE,TWO,Good
male,General,No Coaching,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE,TWO,Good
male,General,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,TWO,Good
male,General,Within Assam,SEBA,AHSEC,OTHERS,Vg,Vg,SCHOOL_TEACHER,HOUSE_WIFE,TWO,Good
female,ST,Within Assam,SEBA,AHSEC,OTHERS,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,ONE,Good
female,General,No Coaching,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER,ONE,Good
female,OBC,No Coaching,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,OTHERS,ONE,Good
male,SC,No Coaching,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,THREE,Good
male,OBC,Within Assam,SEBA,AHSEC,ASSAMESE,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO,Good
female,OBC,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO,Good
male,General,Outside Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER,TWO,Good
male,General,No Coaching,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO,Good
male,General,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE,TWO,Good
male,SC,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,CULTIVATOR,HOUSE_WIFE,TWO,Good
male,General,Outside Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,DOCTOR,SCHOOL_TEACHER,ONE,Good
male,General,No Coaching,CBSE,CBSE,ENGLISH,Excellent,Excellent,DOCTOR,HOUSE_WIFE,ONE,Good
male,General,No Coaching,SEBA,AHSEC,OTHERS,Vg,Vg,BUSINESS,HOUSE_WIFE,TWO,Good
male,General,Within Assam,SEBA,AHSEC,OTHERS,Vg,Good,SCHOOL_TEACHER,HOUSE_WIFE,FOUR or More,Good
female,SC,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO,Good
male,OBC,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO,Good
female,General,Within Assam,SEBA,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,ONE,Good
female,General,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,OTHERS,TWO,Good
female,General,Within Assam,SEBA,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO,Good
female,OBC,Within Assam,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,OTHERS,TWO,Good
male,General,Within Assam,CBSE,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,OTHERS,TWO,Good
female,General,No Coaching,SEBA,CBSE,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,ONE,Good
